Date,Type,Category,Amount,Account,Month
2024-06-09,Investment,Stocks,27507,Wallet,Jun-2024
2024-05-27,Investment,Stocks,24418,UPI,May-2024
2024-02-21,Expense,Dining,12319,Bank,Feb-2024
2024-03-19,Expense,Transport,19223,Wallet,Mar-2024
2024-01-02,Expense,Shopping,17039,UPI,Jan-2024
2024-11-20,Income,Bonus,25094,Credit Card,Nov-2024
2024-04-22,Investment,Gold,47416,Credit Card,Apr-2024
2024-10-12,Expense,Rent,3326,Credit Card,Oct-2024
2024-04-18,Income,Freelance,88906,Bank,Apr-2024
2024-03-19,Income,Interest,89917,UPI,Mar-2024
2024-06-06,Investment,Mutual Funds,14357,UPI,Jun-2024
2024-03-17,Investment,Gold,23356,UPI,Mar-2024
2024-07-28,Expense,Entertainment,2378,Credit Card,Jul-2024
2024-03-05,Investment,Gold,35179,Wallet,Mar-2024
2024-06-01,Investment,Gold,15116,Credit Card,Jun-2024
2024-07-15,Expense,Dining,16025,Bank,Jul-2024
2024-04-21,Expense,Entertainment,3135,Wallet,Apr-2024
2024-10-26,Investment,FD,16842,Credit Card,Oct-2024
2024-04-15,Expense,Dining,17285,Wallet,Apr-2024
2024-07-07,Investment,FD,45358,Credit Card,Jul-2024
2024-03-16,Expense,Utilities,4886,Bank,Mar-2024
2024-12-14,Investment,Mutual Funds,40272,Credit Card,Dec-2024
2024-12-20,Expense,Transport,7663,Credit Card,Dec-2024
2024-12-27,Expense,Utilities,4006,Credit Card,Dec-2024
2024-03-03,Income,Salary,87459,Credit Card,Mar-2024
2024-12-05,Expense,Shopping,5728,Credit Card,Dec-2024
2024-01-02,Investment,Mutual Funds,45201,Bank,Jan-2024
2024-01-04,Expense,Shopping,17309,Wallet,Jan-2024
2024-03-27,Expense,Shopping,11683,Bank,Mar-2024
2024-01-08,Expense,Shopping,13039,Credit Card,Jan-2024
2024-08-12,Income,Bonus,51812,Bank,Aug-2024
2024-01-18,Expense,Dining,14359,UPI,Jan-2024
2024-05-25,Expense,Rent,17668,UPI,May-2024
2024-01-16,Investment,Gold,31842,Credit Card,Jan-2024
2024-08-05,Expense,Groceries,19430,Credit Card,Aug-2024
2024-03-11,Investment,Gold,43092,Credit Card,Mar-2024
2024-09-24,Expense,Utilities,7159,Bank,Sep-2024
2024-03-29,Expense,Utilities,11624,Credit Card,Mar-2024
2024-09-27,Income,Freelance,50980,Wallet,Sep-2024
2024-09-10,Expense,Dining,14402,Credit Card,Sep-2024
2024-03-09,Investment,Stocks,35504,UPI,Mar-2024
2024-01-16,Investment,Stocks,12125,Wallet,Jan-2024
2024-08-07,Investment,FD,29277,Wallet,Aug-2024
2024-12-12,Expense,Groceries,6881,Bank,Dec-2024
2024-07-25,Expense,Transport,8709,Bank,Jul-2024
2024-06-20,Expense,Dining,3537,Wallet,Jun-2024
2024-04-23,Expense,Utilities,5235,Wallet,Apr-2024
2024-05-13,Expense,Groceries,19708,Wallet,May-2024
2024-05-03,Income,Bonus,46186,Wallet,May-2024
2024-05-22,Expense,Transport,11583,UPI,May-2024
2024-06-06,Expense,Rent,4236,Credit Card,Jun-2024
2024-06-14,Income,Bonus,8097,Wallet,Jun-2024
2024-04-25,Investment,Mutual Funds,48423,Credit Card,Apr-2024
2024-09-02,Expense,Shopping,2748,Bank,Sep-2024
2024-12-11,Expense,Groceries,7773,Bank,Dec-2024
2024-04-05,Expense,Transport,9459,UPI,Apr-2024
2024-03-02,Expense,Shopping,3219,Bank,Mar-2024
2024-05-17,Expense,Rent,5686,Bank,May-2024
2024-11-05,Investment,Stocks,46280,Bank,Nov-2024
2024-03-04,Investment,Gold,29359,Wallet,Mar-2024
2024-03-14,Expense,Dining,8022,Credit Card,Mar-2024
2024-09-16,Investment,Stocks,3632,Bank,Sep-2024
2024-10-29,Expense,Dining,15602,Wallet,Oct-2024
2024-08-08,Investment,Gold,9282,Bank,Aug-2024
2024-05-31,Investment,Gold,2665,Bank,May-2024
2024-01-23,Income,Bonus,87196,Credit Card,Jan-2024
2024-02-09,Expense,Rent,11406,Credit Card,Feb-2024
2024-12-06,Expense,Shopping,19594,Credit Card,Dec-2024
2024-11-07,Expense,Groceries,10782,UPI,Nov-2024
2024-09-30,Expense,Groceries,758,Bank,Sep-2024
2024-02-28,Investment,Mutual Funds,20699,Bank,Feb-2024
2024-10-08,Expense,Shopping,9818,Credit Card,Oct-2024
2024-08-20,Expense,Rent,8839,Bank,Aug-2024
2024-08-05,Expense,Transport,16703,UPI,Aug-2024
2024-12-10,Expense,Entertainment,17885,Bank,Dec-2024
2024-04-11,Expense,Shopping,10914,UPI,Apr-2024
2024-10-05,Income,Bonus,34116,Bank,Oct-2024
2024-01-02,Expense,Rent,11438,Bank,Jan-2024
2024-08-27,Expense,Dining,6137,Credit Card,Aug-2024
2024-01-16,Expense,Entertainment,2763,UPI,Jan-2024
2024-04-10,Investment,Gold,49235,UPI,Apr-2024
2024-10-27,Expense,Groceries,1811,Bank,Oct-2024
2024-11-05,Expense,Transport,10098,UPI,Nov-2024
2024-06-03,Expense,Entertainment,9980,Wallet,Jun-2024
2024-06-22,Expense,Utilities,18874,Bank,Jun-2024
2024-06-02,Expense,Shopping,17802,UPI,Jun-2024
2024-07-06,Expense,Groceries,12082,UPI,Jul-2024
2024-12-31,Investment,Gold,13018,Wallet,Dec-2024
2024-07-24,Expense,Transport,13684,Credit Card,Jul-2024
2024-11-30,Expense,Rent,7619,Credit Card,Nov-2024
2024-07-26,Investment,Gold,31270,Wallet,Jul-2024
2024-04-19,Expense,Entertainment,17732,UPI,Apr-2024
2024-05-04,Income,Freelance,15163,Credit Card,May-2024
2024-05-26,Expense,Transport,8508,UPI,May-2024
2024-09-14,Expense,Rent,14828,Credit Card,Sep-2024
2024-01-01,Investment,Mutual Funds,18930,Credit Card,Jan-2024
2024-04-30,Expense,Transport,16299,Bank,Apr-2024
2024-06-21,Investment,FD,26515,UPI,Jun-2024
2024-03-08,Expense,Shopping,13604,Credit Card,Mar-2024
2024-03-11,Expense,Rent,516,Credit Card,Mar-2024
2024-06-23,Investment,Gold,31328,Credit Card,Jun-2024
2024-08-04,Expense,Transport,19276,UPI,Aug-2024
2024-03-03,Investment,FD,28254,UPI,Mar-2024
2024-08-22,Expense,Rent,8898,Bank,Aug-2024
2024-04-18,Expense,Groceries,10549,Wallet,Apr-2024
2024-03-03,Expense,Entertainment,9079,Bank,Mar-2024
2024-05-26,Expense,Utilities,6166,Wallet,May-2024
2024-12-29,Expense,Entertainment,6505,Wallet,Dec-2024
2024-02-04,Expense,Shopping,16829,UPI,Feb-2024
2024-05-15,Expense,Shopping,15335,Credit Card,May-2024
2024-05-24,Income,Salary,35909,UPI,May-2024
2024-08-21,Expense,Entertainment,18227,Wallet,Aug-2024
2024-01-17,Expense,Dining,7146,Wallet,Jan-2024
2024-03-24,Investment,FD,19317,Bank,Mar-2024
2024-10-25,Expense,Utilities,5203,Wallet,Oct-2024
2024-05-17,Expense,Shopping,12702,Wallet,May-2024
2024-05-25,Expense,Groceries,6730,UPI,May-2024
2024-10-31,Expense,Rent,12071,Credit Card,Oct-2024
2024-11-17,Expense,Utilities,19807,Bank,Nov-2024
2024-03-18,Expense,Entertainment,12292,UPI,Mar-2024
2024-09-15,Income,Interest,96183,Wallet,Sep-2024
2024-10-19,Expense,Utilities,1651,Bank,Oct-2024
2024-03-04,Expense,Shopping,6735,Credit Card,Mar-2024
2024-12-29,Expense,Entertainment,19652,Bank,Dec-2024
2024-02-03,Income,Bonus,5154,Credit Card,Feb-2024
2024-03-17,Expense,Entertainment,3845,Wallet,Mar-2024
2024-08-22,Expense,Rent,2032,Wallet,Aug-2024
2024-11-10,Income,Bonus,45318,Credit Card,Nov-2024
2024-11-11,Expense,Entertainment,9285,Bank,Nov-2024
2024-03-13,Expense,Groceries,16267,UPI,Mar-2024
2024-06-16,Expense,Transport,16668,Credit Card,Jun-2024
2024-10-07,Expense,Transport,1837,UPI,Oct-2024
2024-11-06,Income,Interest,53093,Bank,Nov-2024
2024-03-19,Investment,Mutual Funds,31289,UPI,Mar-2024
2024-01-26,Expense,Shopping,13202,Wallet,Jan-2024
2024-10-10,Income,Freelance,97412,Bank,Oct-2024
2024-12-22,Expense,Shopping,10515,Wallet,Dec-2024
2024-09-27,Investment,Mutual Funds,27267,Bank,Sep-2024
2024-12-29,Expense,Transport,13815,UPI,Dec-2024
2024-01-26,Expense,Transport,3257,Wallet,Jan-2024
2024-07-30,Expense,Dining,17291,UPI,Jul-2024
2024-08-09,Income,Salary,73533,Credit Card,Aug-2024
2024-03-31,Expense,Entertainment,7725,Wallet,Mar-2024
2024-07-24,Expense,Dining,3489,UPI,Jul-2024
2024-03-16,Income,Freelance,90213,UPI,Mar-2024
2024-07-26,Expense,Groceries,735,Wallet,Jul-2024
2024-12-13,Expense,Entertainment,13665,Wallet,Dec-2024
2024-06-03,Expense,Dining,8785,Credit Card,Jun-2024
2024-11-27,Investment,Gold,48247,Credit Card,Nov-2024
2024-05-01,Investment,Mutual Funds,8267,UPI,May-2024
2024-01-31,Expense,Entertainment,6301,Credit Card,Jan-2024
2024-07-24,Investment,Stocks,36464,UPI,Jul-2024
2024-12-07,Expense,Rent,5003,UPI,Dec-2024
2024-05-06,Expense,Transport,17399,Credit Card,May-2024
2024-06-21,Income,Interest,6547,Wallet,Jun-2024
2024-10-02,Expense,Groceries,14401,Bank,Oct-2024
2024-02-22,Expense,Dining,3965,Credit Card,Feb-2024
2024-01-16,Expense,Dining,1196,UPI,Jan-2024
2024-10-23,Expense,Entertainment,4713,Credit Card,Oct-2024
2024-08-21,Expense,Entertainment,6829,UPI,Aug-2024
2024-06-04,Expense,Entertainment,13831,UPI,Jun-2024
2024-11-01,Investment,Gold,25996,UPI,Nov-2024
2024-11-23,Expense,Utilities,5593,Bank,Nov-2024
2024-02-28,Income,Bonus,95832,Wallet,Feb-2024
2024-04-18,Expense,Dining,11996,UPI,Apr-2024
2024-05-03,Investment,FD,7957,Bank,May-2024
2024-10-03,Expense,Utilities,17900,UPI,Oct-2024
2024-01-15,Investment,Gold,12266,UPI,Jan-2024
2024-09-21,Expense,Transport,17987,Credit Card,Sep-2024
2024-04-09,Investment,FD,44250,Credit Card,Apr-2024
2024-08-04,Investment,FD,8297,Bank,Aug-2024
2024-03-31,Income,Salary,98738,Credit Card,Mar-2024
2024-05-15,Income,Freelance,72757,Wallet,May-2024
2024-12-06,Expense,Shopping,4042,Wallet,Dec-2024
2024-02-11,Expense,Entertainment,1785,Bank,Feb-2024
2024-01-18,Income,Interest,7546,Credit Card,Jan-2024
2024-04-17,Expense,Transport,16124,Credit Card,Apr-2024
2024-03-05,Expense,Rent,13890,Bank,Mar-2024
2024-12-04,Income,Interest,82778,Bank,Dec-2024
2024-08-14,Investment,Gold,9958,Wallet,Aug-2024
2024-10-04,Expense,Dining,15238,UPI,Oct-2024
2024-05-06,Expense,Entertainment,18562,Bank,May-2024
2024-01-12,Income,Salary,86419,Credit Card,Jan-2024
2024-04-06,Income,Interest,82798,UPI,Apr-2024
2024-03-19,Expense,Groceries,215,Credit Card,Mar-2024
2024-02-26,Expense,Dining,10784,Wallet,Feb-2024
2024-08-06,Expense,Shopping,16436,Credit Card,Aug-2024
2024-11-11,Income,Freelance,52902,Bank,Nov-2024
2024-08-09,Expense,Groceries,13506,UPI,Aug-2024
2024-01-15,Expense,Rent,936,Bank,Jan-2024
2024-04-28,Expense,Entertainment,3770,Bank,Apr-2024
2024-03-29,Expense,Shopping,13907,Bank,Mar-2024
2024-08-29,Income,Interest,65648,UPI,Aug-2024
2024-07-18,Expense,Entertainment,2231,UPI,Jul-2024
2024-04-09,Income,Salary,58662,Wallet,Apr-2024
2024-06-28,Investment,Mutual Funds,46777,Credit Card,Jun-2024
2024-01-26,Investment,FD,19538,Wallet,Jan-2024
2024-12-18,Investment,Gold,42862,UPI,Dec-2024
2024-04-01,Expense,Utilities,2848,Wallet,Apr-2024
2024-10-07,Expense,Rent,9941,Wallet,Oct-2024
2024-11-09,Income,Interest,32449,UPI,Nov-2024
2024-06-23,Expense,Dining,10046,Bank,Jun-2024
2024-11-04,Expense,Utilities,624,Bank,Nov-2024
2024-02-29,Expense,Shopping,12746,Bank,Feb-2024
2024-04-17,Expense,Utilities,12529,Credit Card,Apr-2024
2024-06-19,Expense,Dining,11407,Wallet,Jun-2024
2024-04-11,Expense,Rent,15259,Wallet,Apr-2024
2024-10-17,Expense,Transport,12409,UPI,Oct-2024
2024-02-09,Expense,Entertainment,19001,Wallet,Feb-2024
2024-04-15,Expense,Dining,8461,Bank,Apr-2024
2024-05-29,Income,Salary,31208,Wallet,May-2024
2024-01-19,Expense,Groceries,3957,UPI,Jan-2024
2024-01-14,Expense,Entertainment,11774,Wallet,Jan-2024
2024-07-10,Income,Salary,30376,UPI,Jul-2024
2024-11-17,Income,Salary,90866,Credit Card,Nov-2024
2024-08-10,Expense,Shopping,7114,Credit Card,Aug-2024
2024-05-11,Expense,Rent,15660,UPI,May-2024
2024-12-28,Expense,Groceries,6310,Wallet,Dec-2024
2024-03-25,Expense,Dining,14285,Bank,Mar-2024
2024-11-20,Expense,Rent,19836,Credit Card,Nov-2024
2024-06-03,Income,Salary,86415,Bank,Jun-2024
2024-04-07,Expense,Transport,425,Credit Card,Apr-2024
2024-03-05,Expense,Rent,14994,Bank,Mar-2024
2024-12-01,Expense,Entertainment,19430,Credit Card,Dec-2024
2024-02-23,Investment,Stocks,23030,UPI,Feb-2024
2024-10-26,Expense,Groceries,14947,Wallet,Oct-2024
2024-10-01,Expense,Dining,7440,Bank,Oct-2024
2024-03-18,Expense,Groceries,19978,Wallet,Mar-2024
2024-02-25,Expense,Groceries,14827,Bank,Feb-2024
2024-09-25,Expense,Groceries,8330,UPI,Sep-2024
2024-12-11,Income,Bonus,92961,Wallet,Dec-2024
2024-04-13,Expense,Entertainment,16340,Wallet,Apr-2024
2024-12-05,Income,Bonus,76953,Credit Card,Dec-2024
2024-11-03,Income,Interest,38767,UPI,Nov-2024
2024-09-26,Income,Salary,80918,Wallet,Sep-2024
2024-11-19,Expense,Shopping,6534,UPI,Nov-2024
2024-06-18,Expense,Groceries,18557,Credit Card,Jun-2024
2024-10-28,Income,Freelance,43328,UPI,Oct-2024
2024-06-21,Income,Bonus,91846,UPI,Jun-2024
2024-08-09,Expense,Entertainment,415,UPI,Aug-2024
2024-11-08,Expense,Utilities,424,Wallet,Nov-2024
2024-01-07,Expense,Rent,18106,UPI,Jan-2024
2024-01-25,Income,Interest,7351,Wallet,Jan-2024
2024-08-03,Expense,Rent,3725,Wallet,Aug-2024
2024-01-17,Income,Freelance,28857,Credit Card,Jan-2024
2024-10-10,Expense,Utilities,15291,Wallet,Oct-2024
2024-04-15,Expense,Dining,19280,UPI,Apr-2024
2024-06-03,Expense,Dining,2031,UPI,Jun-2024
2024-06-10,Investment,FD,7991,Wallet,Jun-2024
2024-10-06,Income,Bonus,51107,UPI,Oct-2024
2024-06-04,Expense,Dining,5198,Wallet,Jun-2024
2024-01-25,Expense,Rent,9077,Bank,Jan-2024
2024-11-19,Income,Interest,58974,Wallet,Nov-2024
2024-02-21,Expense,Rent,5749,Bank,Feb-2024
2024-10-18,Expense,Entertainment,6725,Wallet,Oct-2024
2024-11-17,Expense,Rent,9891,Credit Card,Nov-2024
2024-07-25,Expense,Dining,6347,Wallet,Jul-2024
2024-03-04,Income,Salary,68430,Bank,Mar-2024
2024-06-18,Expense,Dining,19503,Credit Card,Jun-2024
2024-11-18,Expense,Shopping,1580,Wallet,Nov-2024
2024-05-21,Expense,Transport,14415,Bank,May-2024
2024-04-23,Expense,Groceries,11773,Wallet,Apr-2024
2024-08-17,Expense,Entertainment,19959,Bank,Aug-2024
2024-11-01,Expense,Utilities,13182,Bank,Nov-2024
2024-07-12,Income,Salary,83156,Credit Card,Jul-2024
2024-07-13,Expense,Shopping,3523,Credit Card,Jul-2024
2024-05-26,Expense,Entertainment,10802,UPI,May-2024
2024-08-08,Expense,Utilities,12640,Wallet,Aug-2024
2024-01-17,Expense,Groceries,8171,Wallet,Jan-2024
2024-04-29,Investment,Stocks,18162,UPI,Apr-2024
2024-06-29,Expense,Groceries,5401,Credit Card,Jun-2024
2024-09-16,Income,Interest,62507,Credit Card,Sep-2024
2024-04-14,Income,Salary,52708,Bank,Apr-2024
2024-11-01,Expense,Transport,17934,Wallet,Nov-2024
2024-02-04,Investment,Mutual Funds,44047,UPI,Feb-2024
2024-08-03,Expense,Groceries,17895,Wallet,Aug-2024
2024-09-26,Expense,Entertainment,5411,Wallet,Sep-2024
2024-01-25,Investment,Stocks,22764,Credit Card,Jan-2024
2024-11-11,Expense,Utilities,13997,Bank,Nov-2024
2024-02-16,Investment,Gold,28230,Bank,Feb-2024
2024-06-17,Expense,Entertainment,9615,Bank,Jun-2024
2024-02-23,Expense,Entertainment,14255,UPI,Feb-2024
2024-05-25,Income,Salary,49977,Wallet,May-2024
2024-09-22,Income,Salary,11389,Bank,Sep-2024
2024-02-10,Investment,Gold,12749,Credit Card,Feb-2024
2024-05-05,Expense,Shopping,3236,UPI,May-2024
2024-06-28,Expense,Transport,9684,Credit Card,Jun-2024
2024-09-21,Income,Interest,94616,Wallet,Sep-2024
2024-08-06,Investment,Stocks,31501,Credit Card,Aug-2024
2024-10-19,Income,Interest,84068,Bank,Oct-2024
2024-12-08,Investment,FD,17844,Credit Card,Dec-2024
2024-08-14,Expense,Shopping,17594,Bank,Aug-2024
2024-01-12,Expense,Rent,5505,Credit Card,Jan-2024
2024-10-31,Expense,Shopping,13696,Credit Card,Oct-2024
2024-11-12,Income,Freelance,7911,Wallet,Nov-2024
2024-03-10,Expense,Entertainment,10774,UPI,Mar-2024
2024-10-09,Expense,Groceries,9887,Credit Card,Oct-2024
2024-11-26,Expense,Entertainment,9435,UPI,Nov-2024
2024-05-01,Income,Interest,72153,UPI,May-2024
2024-01-09,Expense,Rent,251,Credit Card,Jan-2024
2024-09-15,Expense,Shopping,9753,Bank,Sep-2024
2024-05-23,Investment,Mutual Funds,21673,UPI,May-2024
2024-10-24,Expense,Rent,17214,Bank,Oct-2024
2024-11-07,Expense,Transport,4642,Credit Card,Nov-2024
2024-03-20,Expense,Dining,5727,Wallet,Mar-2024
2024-02-19,Expense,Groceries,9545,Credit Card,Feb-2024
2024-07-25,Investment,Stocks,29599,Credit Card,Jul-2024
2024-11-27,Income,Interest,44273,Credit Card,Nov-2024
2024-07-08,Expense,Dining,15232,UPI,Jul-2024
2024-08-04,Income,Freelance,96700,Credit Card,Aug-2024
2024-11-14,Income,Freelance,34941,Credit Card,Nov-2024
2024-06-17,Expense,Dining,16633,Wallet,Jun-2024
2024-10-22,Expense,Dining,12618,Wallet,Oct-2024
2024-01-23,Expense,Shopping,7498,Credit Card,Jan-2024
2024-06-28,Expense,Transport,4219,UPI,Jun-2024
2024-07-10,Expense,Groceries,17977,Wallet,Jul-2024
2024-04-23,Expense,Groceries,6182,Bank,Apr-2024
2024-05-04,Expense,Dining,8882,Bank,May-2024
2024-08-15,Expense,Shopping,735,UPI,Aug-2024
2024-06-26,Expense,Shopping,3301,Credit Card,Jun-2024
2024-07-28,Investment,Gold,46896,Wallet,Jul-2024
2024-12-16,Expense,Shopping,16231,Wallet,Dec-2024
2024-03-17,Expense,Rent,19902,Wallet,Mar-2024
2024-11-25,Expense,Transport,3568,Credit Card,Nov-2024
2024-04-24,Expense,Groceries,19960,Wallet,Apr-2024
2024-05-01,Income,Freelance,22464,Bank,May-2024
2024-07-17,Investment,Stocks,18009,Bank,Jul-2024
2024-06-12,Income,Freelance,59060,Bank,Jun-2024
2024-03-03,Expense,Utilities,18552,Credit Card,Mar-2024
2024-09-09,Expense,Rent,9803,UPI,Sep-2024
2024-07-17,Investment,Stocks,22719,UPI,Jul-2024
2024-07-10,Expense,Transport,11625,UPI,Jul-2024
2024-04-13,Expense,Dining,18629,Credit Card,Apr-2024
2024-11-27,Expense,Shopping,3594,Wallet,Nov-2024
2024-09-22,Investment,Mutual Funds,44602,Credit Card,Sep-2024
2024-04-15,Expense,Utilities,4116,Wallet,Apr-2024
2024-04-29,Expense,Transport,4689,Bank,Apr-2024
2024-07-27,Income,Bonus,74877,Wallet,Jul-2024
2024-08-12,Expense,Transport,10452,Bank,Aug-2024
2024-01-12,Expense,Shopping,2628,Wallet,Jan-2024
2024-09-21,Expense,Groceries,4296,Bank,Sep-2024
2024-02-19,Expense,Groceries,17199,Credit Card,Feb-2024
2024-09-20,Expense,Entertainment,16818,Wallet,Sep-2024
2024-08-20,Income,Salary,45042,Wallet,Aug-2024
2024-07-26,Expense,Rent,12459,UPI,Jul-2024
2024-06-22,Expense,Utilities,19838,Wallet,Jun-2024
2024-09-24,Expense,Transport,397,Bank,Sep-2024
2024-08-02,Expense,Shopping,16000,UPI,Aug-2024
2024-03-21,Income,Bonus,83057,UPI,Mar-2024
2024-09-02,Expense,Transport,4287,Bank,Sep-2024
2024-10-21,Expense,Entertainment,10215,Wallet,Oct-2024
2024-11-28,Expense,Rent,19604,Wallet,Nov-2024
2024-06-28,Investment,FD,31084,Wallet,Jun-2024
2024-02-03,Income,Interest,85478,Bank,Feb-2024
2024-05-07,Expense,Transport,19534,Wallet,May-2024
2024-04-10,Expense,Rent,9994,Bank,Apr-2024
2024-03-12,Expense,Shopping,13668,UPI,Mar-2024
2024-03-01,Expense,Rent,3517,Credit Card,Mar-2024
2024-12-18,Investment,Stocks,48393,UPI,Dec-2024
2024-05-28,Income,Bonus,87844,Credit Card,May-2024
2024-03-19,Expense,Groceries,6516,Wallet,Mar-2024
2024-03-08,Investment,Gold,19527,UPI,Mar-2024
2024-12-02,Expense,Rent,10735,Wallet,Dec-2024
2024-09-04,Expense,Utilities,16953,Credit Card,Sep-2024
2024-02-15,Income,Interest,33671,Bank,Feb-2024
2024-06-17,Expense,Transport,8092,Wallet,Jun-2024
2024-04-10,Expense,Dining,11101,UPI,Apr-2024
2024-05-13,Expense,Rent,16478,UPI,May-2024
2024-06-05,Income,Freelance,43729,UPI,Jun-2024
2024-02-16,Expense,Entertainment,18455,UPI,Feb-2024
2024-09-16,Expense,Dining,16309,UPI,Sep-2024
2024-11-07,Expense,Entertainment,1286,UPI,Nov-2024
2024-06-26,Expense,Rent,18078,Credit Card,Jun-2024
2024-06-29,Expense,Shopping,11550,Credit Card,Jun-2024
2024-11-08,Expense,Entertainment,10282,UPI,Nov-2024
2024-11-21,Expense,Shopping,6079,Wallet,Nov-2024
2024-07-27,Expense,Rent,19465,Bank,Jul-2024
2024-06-04,Income,Interest,89088,UPI,Jun-2024
2024-06-11,Expense,Entertainment,3729,Credit Card,Jun-2024
2024-02-18,Investment,Gold,7395,Credit Card,Feb-2024
2024-06-17,Investment,Gold,30552,UPI,Jun-2024
2024-02-22,Expense,Shopping,5403,UPI,Feb-2024
2024-01-14,Expense,Rent,12478,UPI,Jan-2024
2024-01-01,Expense,Transport,3761,Credit Card,Jan-2024
2024-03-26,Expense,Dining,6275,Bank,Mar-2024
2024-07-27,Expense,Shopping,4757,UPI,Jul-2024
2024-06-26,Expense,Utilities,19758,Credit Card,Jun-2024
2024-06-15,Investment,Stocks,23926,Bank,Jun-2024
2024-04-08,Investment,Mutual Funds,17341,UPI,Apr-2024
2024-03-30,Investment,Gold,38510,Bank,Mar-2024
2024-06-18,Income,Interest,32336,Bank,Jun-2024
2024-09-17,Expense,Entertainment,16633,Wallet,Sep-2024
2024-04-27,Expense,Groceries,1567,Credit Card,Apr-2024
2024-08-25,Expense,Dining,2417,Wallet,Aug-2024
2024-05-28,Expense,Rent,19967,Credit Card,May-2024
2024-09-27,Expense,Groceries,18098,Bank,Sep-2024
2024-08-15,Expense,Transport,10732,UPI,Aug-2024
2024-06-24,Income,Freelance,26015,Bank,Jun-2024
2024-11-22,Investment,FD,7461,UPI,Nov-2024
2024-09-22,Expense,Dining,10486,Bank,Sep-2024
2024-08-18,Expense,Rent,15089,UPI,Aug-2024
2024-02-28,Expense,Utilities,1672,Credit Card,Feb-2024
2024-04-10,Investment,Stocks,42731,Wallet,Apr-2024
2024-11-30,Income,Freelance,54094,Bank,Nov-2024
2024-12-12,Expense,Utilities,6939,Wallet,Dec-2024
2024-08-28,Expense,Transport,19634,UPI,Aug-2024
2024-06-18,Expense,Transport,18013,Wallet,Jun-2024
2024-09-10,Expense,Transport,3763,Credit Card,Sep-2024
2024-02-29,Expense,Transport,10689,Bank,Feb-2024
2024-02-25,Expense,Rent,7479,Bank,Feb-2024
2024-10-15,Income,Salary,55155,Wallet,Oct-2024
2024-06-05,Expense,Utilities,12697,Bank,Jun-2024
2024-08-22,Investment,Gold,46067,UPI,Aug-2024
2024-09-20,Income,Interest,70962,Bank,Sep-2024
2024-04-28,Investment,Stocks,13124,Credit Card,Apr-2024
2024-10-19,Expense,Rent,5119,Bank,Oct-2024
2024-07-22,Investment,Gold,40052,Wallet,Jul-2024
2024-12-08,Income,Bonus,29117,Bank,Dec-2024
2024-09-15,Expense,Transport,10781,Credit Card,Sep-2024
2024-06-18,Expense,Dining,5128,Bank,Jun-2024
2024-03-30,Income,Interest,53427,Wallet,Mar-2024
2024-03-30,Expense,Entertainment,10932,Wallet,Mar-2024
2024-02-29,Investment,Mutual Funds,42336,Wallet,Feb-2024
2024-11-11,Expense,Shopping,4513,UPI,Nov-2024
2024-10-28,Expense,Utilities,7975,Bank,Oct-2024
2024-04-15,Income,Bonus,66951,Wallet,Apr-2024
2024-09-11,Investment,FD,28735,Wallet,Sep-2024
2024-03-29,Expense,Utilities,14023,Bank,Mar-2024
2024-02-22,Income,Bonus,38524,Bank,Feb-2024
2024-11-16,Investment,FD,49948,Bank,Nov-2024
2024-04-18,Income,Freelance,56234,Wallet,Apr-2024
2024-06-02,Investment,Stocks,35488,Bank,Jun-2024
2024-05-07,Investment,FD,42263,Credit Card,May-2024
2024-05-11,Investment,Gold,45363,Bank,May-2024
2024-07-06,Income,Bonus,54242,UPI,Jul-2024
2024-12-04,Expense,Dining,8401,Credit Card,Dec-2024
2024-10-18,Expense,Dining,7645,UPI,Oct-2024
2024-07-19,Income,Freelance,8882,UPI,Jul-2024
2024-10-18,Expense,Shopping,16900,Wallet,Oct-2024
2024-11-21,Expense,Dining,267,Credit Card,Nov-2024
2024-04-19,Investment,Stocks,27277,UPI,Apr-2024
2024-01-24,Expense,Transport,12783,UPI,Jan-2024
2024-03-05,Income,Interest,15968,Credit Card,Mar-2024
2024-01-18,Investment,Gold,17162,Credit Card,Jan-2024
